question_id,disease_category,disease_prevalence,question_type,requires_visual_reasoning,original_disease,canonical_disease,disease_subcategory,language,is_valid,quality_notes,question_structure,difficulty,difficulty_rationale
3765,Infectious,moderate,diagnosis,False,Congenital Syphilis,Congenital Syphilis,Bacterial,english,True,,one_liner,medium,"Recognizing that rhagades specifically indicate early congenital syphilis (perioral/perinasal fissures) rather than primary, secondary, or later congenital stages requires more specialized recall beyond core syphilis presentations."
3773,Genetic Rare,rare,epidemiology,False,Elastosis Perforans Serpiginosa,Elastosis Perforans Serpiginosa,Genodermatoses,english,True,,one_liner,medium,"Knowing which perforating disorders are classically associated with chronic renal failure (reactive perforating collagenosis, Kyrle disease, elastosis perforans serpiginosa) and excluding calciphylaxis—which is renal-associated but not a perforating disorder—requires nuanced dermatology knowledge beyond core basics."
3776,Genetic Rare,rare,epidemiology,False,Tuberous Sclerosis Complex,Tuberous Sclerosis Complex,Syndromic,english,True,,vignette,medium,"Recognizing tuberous sclerosis from facial and lumbosacral lesions with seizures is core, but recalling the specific chromosomal loci (TSC2 on 16p13.3 and TSC1 on 9q34; some sources historically link features with 9q/16p rather than 22q) requires detailed genetic knowledge beyond routine practice."
3779,Inflammatory,common,mechanism,False,Acne Vulgaris,Acne Vulgaris,Neutrophilic,english,True,,one_liner,easy,Identifying pilosebaceous duct obstruction as the core pathogenesis of acne is fundamental dermatology knowledge.
3782,Inflammatory,moderate,diagnosis,False,Pityriasis Rosea,Pityriasis Rosea,Papulosquamous,english,True,,one_liner,easy,Recognizing a collarette of scale as classic for pityriasis rosea (herald patch) is a fundamental dermatologic sign well known to general dermatologists.
3793,Inflammatory,moderate,diagnosis,False,Lichen Planus,Lichen Planus,Papulosquamous,english,True,,one_liner,medium,Identifying Max Joseph's space as the vacuolar alteration/clefting at the dermoepidermal junction characteristic of lichen planus requires specific histopathologic recall beyond everyday clinical management.
3791,Infectious,common,diagnosis,False,Herpes Zoster,Herpes Zoster,Viral,english,True,,short_stem,easy,"Classic dermatomal, painful vesicles indicate herpes zoster due to reactivation of varicella zoster virus, a core dermatology diagnosis."
3798,Infectious,common,treatment,False,Pityriasis Versicolor,Tinea Versicolor,Fungal,english,True,,one_liner,easy,Identifying itraconazole as an effective systemic treatment for pityriasis versicolor while recognizing griseofulvin and oral terbinafine as ineffective is standard core knowledge for general dermatologists.
3800,Infectious,common,diagnosis,False,Condyloma Acuminatum,Condylomata Acuminata,Viral,english,True,,short_stem,easy,Identifying HPV as the cause of condyloma acuminatum is fundamental dermatology knowledge with classic presentation and clear etiologic association.
3801,Infectious,common,diagnosis,False,Tinea Capitis,Tinea Capitis,Fungal,english,True,,short_stem,easy,"This classic presentation of inflammatory tinea capitis (kerion) in a child is routinely diagnosed with a KOH mount, a fundamental dermatology skill."
3802,Inflammatory,common,epidemiology,False,Psoriasis,Psoriasis Vulgaris,Papulosquamous,english,True,,one_liner,easy,Association of psoriasis with HLA-Cw6 is a well-known core fact in dermatology that most general dermatologists recall readily.
3803,Inflammatory,moderate,mechanism,False,Keloid,Keloid,Autoimmune,english,True,,one_liner,easy,"Identifying keloids as composed of dense, hyalinized collagen is core dermatology knowledge taught early and readily recalled by any practicing dermatologist."
3808,Neoplastic,common,mechanism,False,Basal Cell Carcinoma,Basal Cell Carcinoma,Malignant,english,True,,one_liner,easy,"Knowing that basal cell carcinoma very rarely metastasizes and typically does not spread via lymphatics is core dermatology knowledge contrasted with SCC, melanoma, and Kaposi’s sarcoma which commonly involve lymphatic spread."
3809,Inflammatory,rare,diagnosis,False,Behcet'S Syndrome,Behçet's Disease,Neutrophilic,english,True,,vignette,easy,"Classic triad of recurrent aphthous-like oral ulcers and tender erythema nodosum–like nodules suggests Behçet’s syndrome, a core clinical association familiar to general dermatologists."
3813,Hair Nail,common,mechanism,False,General,General,Unclassified,english,True,,one_liner,easy,Identifying anagen as the hair growth phase is fundamental dermatology knowledge taught early and recalled without hesitation.
3810,Inflammatory,moderate,diagnosis,False,Drug-Induced Lupus Erythematosus,Drug-Induced Lupus Erythematosus,Autoimmune,english,True,,vignette,easy,"Recognizing hydralazine as a classic cause of drug-induced lupus with malar rash, arthralgias, effusions, and positive ANA is core knowledge for general dermatologists."
3814,Infectious,moderate,diagnosis,False,Lepromatous Leprosy,Lepromatous Leprosy,Bacterial,english,True,,one_liner,medium,"Recognizing Lucio's phenomenon as a reaction specific to lepromatous (diffuse) leprosy requires solid dermatology training and familiarity with less-common leprosy reactions, beyond basic core knowledge."
3817,Inflammatory,common,diagnosis,False,Psoriasis,Psoriasis Vulgaris,Papulosquamous,english,True,,one_liner,easy,Recognizing Koebner's phenomenon as classically associated with psoriasis is core dermatology knowledge commonly recalled without hesitation.
3819,Infectious,moderate,diagnosis,False,Cutaneous Tuberculosis,Cutaneous Tuberculosis,Bacterial,english,True,,one_liner,medium,"Distinguishing lupus pernio (sarcoidosis) from lupus vulgaris, erythema nodosum, and scrofuloderma as TB-related requires nuanced recognition of overlapping nomenclature and associations beyond basic dermatology knowledge."
3818,Metabolic Systemic,rare,mechanism,False,Acrodermatitis Enteropathica,Acrodermatitis Enteropathica,Nutritional,english,True,,one_liner,easy,Recognizing acrodermatitis enteropathica as a zinc deficiency is core dermatology knowledge with a classic association.
3835,Infectious,moderate,treatment,False,Syphilis,Syphilis,Bacterial,english,True,,short_stem,easy,"Recognizing painless genital lesions with generalized lymphadenopathy as syphilis and knowing benzathine penicillin is first-line therapy is core, widely known dermatology knowledge."
3837,Infectious,rare,epidemiology,False,Kaposi Varicelliform Eruption,Kaposi Varicelliform Eruption,Viral,english,True,,one_liner,easy,Recognizing Kaposi's varicelliform eruption (eczema herpeticum) classically occurs in Darier disease and other barrier dermatoses is core dermatology knowledge.
3838,Inflammatory,moderate,diagnosis,False,Henoch-Schönlein Purpura,Henoch-Schönlein Purpura,Vascular & Urticarial,english,True,,vignette,easy,"Classic presentation of Henoch–Schönlein purpura with palpable purpura on lower extremities, abdominal pain, and IgA deposition is core knowledge for general dermatologists."
3825,Infectious,moderate,diagnosis,False,Chancroid,Chancroid,Bacterial,english,True,,one_liner,easy,"Recognizing that chancroid causes a painful ulcer with tender (painful) lymphadenopathy, has a 'school of fish' Gram stain pattern, and is treated with azithromycin reflects core STD knowledge expected of general dermatologists."
3844,Inflammatory,common,treatment,False,Nodulocystic Acne,Nodulocystic Acne,Neutrophilic,english,True,,one_liner,easy,Identifying isotretinoin as first-line therapy for severe nodulocystic acne is core dermatology knowledge well known to any practicing dermatologist.
3846,Neoplastic,common,diagnosis,True,Basal Cell Carcinoma,Basal Cell Carcinoma,Malignant,english,True,,short_stem,easy,Classic description of BCC with pearly rolled border and surface telangiectasias is core dermatology knowledge.
3847,Neoplastic,common,mechanism,False,Melanoma,Melanoma,Malignant,english,True,,one_liner,easy,Identifying melanocytes as neural crest–derived is foundational embryology commonly recalled by general dermatologists.
3839,Inflammatory,common,diagnosis,False,Psoriasis,Psoriasis Vulgaris,Papulosquamous,english,True,,one_liner,easy,"Recognizing that psoriasis is not a premalignant disease, along with classic features like Auspitz sign, arthritis association, and winter exacerbation, reflects fundamental dermatology knowledge."
3848,Metabolic Systemic,moderate,mechanism,False,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Systemic Disease Manifestations,english,True,,one_liner,medium,Identifying that PCT features elevated urinary uroporphyrins types I and III requires specific biochemical subtype knowledge beyond basic clinical recognition.
3849,Neoplastic,common,diagnosis,True,Seborrheic Keratosis,Seborrheic Keratosis,Benign,english,True,,short_stem,easy,"Classic description of seborrheic keratoses with the “stuck-on” appearance and crumbly/peelable surface (waxy, verrucous plaques) is core dermatology knowledge."
3850,Inflammatory,moderate,mechanism,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,one_liner,easy,Identifying desmogleins (cadherins) as the autoantigen in pemphigus vulgaris is core dermatology knowledge recognized by all general dermatologists.
3852,Metabolic Systemic,common,mechanism,False,General,General,Unclassified,english,True,,one_liner,easy,"Knowing that heme (porphyrin) synthesis primarily occurs in the liver and bone marrow is fundamental physiology commonly recalled by general dermatologists, especially in the context of porphyrias."
3860,Pigmentation,moderate,diagnosis,False,Acanthosis Nigricans,Acanthosis Nigricans,Hyperpigmentation,english,True,,one_liner,easy,Recognizing that new-onset acanthosis nigricans in an older patient suggests internal malignancy (classically gastric adenocarcinoma) is core dermatology knowledge.
3851,Inflammatory,common,diagnosis,True,Psoriasis,Psoriasis Vulgaris,Papulosquamous,english,True,,short_stem,easy,Recognition of psoriasis with Koebner phenomenon (new lesions at sites of trauma) and classic sharply marginated erythematous plaques with silvery scale is core dermatology knowledge.
3853,Pigmentation,moderate,mechanism,False,Chemical Leukoderma,Chemical Leukoderma,Hypopigmentation,english,True,,one_liner,medium,Identifying para tertiary butylphenol as a cause of depigmentation (contact leukoderma) on the forehead requires specific knowledge of phenolic depigmenting agents rather than general first-line dermatology topics.
3861,Inflammatory,moderate,diagnosis,False,Henoch-Schönlein Purpura,Henoch-Schönlein Purpura,Vascular & Urticarial,english,True,,short_stem,easy,"Classic pediatric presentation of IgA-mediated leukocytoclastic vasculitis with palpable non-blanching purpura on lower extremities is hallmark for Henoch–Schönlein purpura, a core diagnosis for general dermatologists."
3862,Inflammatory,common,diagnosis,False,Atopic Dermatitis,Atopic Dermatitis,Eczematous,english,True,,short_stem,easy,Classic presentation of atopic dermatitis in a young child with extensor involvement and personal/family history of atopy is core dermatology knowledge.
3869,Infectious,moderate,diagnosis,False,Leprosy,Leprosy,Bacterial,english,True,,one_liner,medium,Identifying the characteristic nerve involvement pattern in leprosy (high ulnar and low median) requires specific clinical neurology knowledge within dermatology that is not basic first-line information.
3867,Infectious,common,diagnosis,False,Tinea Capitis,Tinea Capitis,Fungal,english,True,,short_stem,easy,"Classic presentation of tinea capitis (boggy scalp swelling/kerion with easily pluckable hairs) where the standard investigation is a KOH preparation, a core dermatology knowledge point."
3874,Inflammatory,moderate,treatment,False,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,english,True,,vignette,easy,"Classic dermatitis herpetiformis with granular IgA deposits and neutrophils in dermal papillae; standard management is gluten-free diet plus dapsone, a core dermatology fact."
